gameId;gameName;url;releaseDate;createdDate;gameTypes;platforms;regions;genres;engines;developers;publishers;runsRequireVerification;runsRequireVideo;runTimingOptions;runDefaultTimingOption;runsEmulatorsAllowed;isRomhack;
9d380p91;Super Cooks;super_cooks;01/05/1989;2023-01-30T19:49:35Z;;83exkk6l;o316x197;;;;;true;true;realtime;realtime;true;false;
m1zywgz6;Mean Streets;texmurphy_meanstreets;01/05/1989;2024-11-20T23:03:15Z;;mr6km09z;pr184lqn;;;;;true;true;realtime;realtime;true;false;
m1zkj731;"Ivan ""Ironman"" Stewart's Super Off Road (Genesis)";ivan_ironman_stewarts_super_off_road_genesis;05/05/1989;2021-05-10T20:01:58Z;;mr6k0ezw;;;;;;true;true;realtime;realtime;true;false;
pd0qw3w1;"Ivan ""Ironman"" Stewart's Super Off Road (Arcade)";ivan_ironman_stewarts_super_off_road_arc;10/05/1989;2021-05-10T19:51:38Z;;vm9vn63k;;;;;;true;true;realtime;realtime;true;false;
3698p48d;"Ivan ""Ironman"" Stewart's Super Off Road (NES)";ivan_ironman_stewarts_super_off_road_nes;10/05/1989;2021-05-10T19:56:47Z;;jm95z9ol;pr184lqn;;;;;true;true;realtime;realtime;true;false;
nd28e3rd;"Ivan ""Ironman"" Stewart's Super Off Road (Gameboy)";ivan_ironman_stewarts_super_off_road_gameboy;10/05/1989;2021-05-10T20:06:39Z;;n5683oev;pr184lqn;;;;;true;true;realtime;realtime;true;false;
lde3v563;Teenage Mutant Ninja Turtles;tmnt1;12/05/1989;;;jm95z9ol,nzelreqp,7m6ylw9p;pr184lqn,e6lxy1dz,o316x197;94n4pn0w,qdnqqrn8;;2jevn26k;qkrxzln9,2l6mj69e,dnl5476l;true;true;realtime;realtime;true;false;
46w8k76r;Baseball Stars;baseball_stars;19/05/1989;2017-02-09T04:22:02Z;;jm95z9ol,o7e2mx6w;pr184lqn,o316x197;el28onrz;;ner0y5ej;gxrw5lrl;true;true;realtime;realtime;true;false;
268e30o6;Super Monaco GP (Arcade);smgp_arcade;19/05/1989;2017-10-22T07:54:16Z;;vm9vn63k;;wr2l1n7p,vx5ey1n4;;dqe5qkev;5p6zdpr3;true;true;realtime;realtime;true;false;
w6jll84d;Destiny of an Emperor;destiny_of_an_emperor;19/05/1989;2017-12-16T05:11:42Z;;jm95z9ol;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
o1yg0r1q;Contra (MSX2);contra_msx2;26/05/1989;2017-06-30T16:51:46Z;;83exkk6l;o316x197;x650zrnm;;2jevn26k;2l6mj69e;true;true;realtime;realtime;true;false;
369p2wg1;Tennis (GB);tennis_gb;29/05/1989;2019-03-02T23:34:09Z;;gde3g9k1,3167d6q2,3167jd6q,7m6yvw6p,n5e147e2,n5683oev;pr184lqn,e6lxy1dz,o316x197;r2l6jw27,el28onrz;;3zyl9164;m0rvylrx;true;true;realtime;realtime;true;false;
9d3wwyw1;Little Puff in Dragonland;Little_Puff_in_Dragonland;31/05/1989;2023-10-09T16:07:59Z;;n5e1g7e2;e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
kdkmzeq1;Gunfighter;gunfighter;31/05/1989;2021-05-03T17:38:40Z;;gz9qox60;e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
46w2j7n6;Crime Busters;crime_busters;31/05/1989;2021-08-28T14:09:23Z;;jm95z9ol;;;;;;true;true;realtime;realtime;true;false;
4d7no036;Socher Hayam;socher_hayam;01/06/1989;2022-06-13T17:49:13Z;go1lem4p;8gej2n93;;;;;;true;true;realtime;realtime;true;true;
v1pxqm46;Special Criminal Investigation;special_criminal_investigation;01/06/1989;2022-08-05T17:11:22Z;;lq60l642,vm9vn63k,83exwk6l,5negxk6y,gde32g6k,gz9qox60,n5e1g7e2,5negykey,n568zo6v,jm95w79o,4p9zrz6r;e6lxy1dz,p2g50lnk;wr2l1n7p,vx5ey1n4;;5yz8k9zw;5p6zdpr3;true;true;realtime;realtime;true;false;
pd0w4l31;Tennis Ace;tennis_ace;01/06/1989;2018-09-26T22:08:40Z;;83exwk6l;pr184lqn;;;;;true;true;realtime;realtime;true;false;
268e5256;Desert Commander;desert_commander;01/06/1989;2018-09-27T07:25:05Z;;jm95z9ol;;;;;;true;true;realtime;realtime;true;false;
j1nezky1;Willow (Arcade);willow_arcade;01/06/1989;2018-12-12T02:59:04Z;;vm9vn63k;;;;;;true;true;realtime;realtime;true;false;
lde375l6;Hippodrome;hippodrome;01/06/1989;2021-03-12T18:49:57Z;;vm9vn63k;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
o6gn94n1;Master of Weapon;master_of_weapon;01/06/1989;2023-05-11T22:52:31Z;;vm9vn63k;o316x197;;;;;true;true;realtime;realtime;true;false;
j1lqr876;Xak: The Art of Visual Stage;xak_the_art_of_visual_stage;01/06/1989;2022-08-16T01:11:41Z;;83exk6l5,n5681o9v,o064r893,jm950z6o,7g6mw8er,p36nlxe8;o316x197;;;;;true;true;realtime;realtime;true;false;
268woq56;Arbalester;arbalester;01/06/1989;2022-09-06T15:08:08Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
m1mn5mpd;Twin Hawk;twin_hawk;01/06/1989;2022-12-13T17:11:34Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
yd44xgde;Street Cop;street_cop;01/06/1989;2017-05-06T23:08:36Z;;jm95z9ol;pr184lqn;;;leqm0qzw;5p6zvmr3;true;true;realtime;realtime;true;false;
k6qwl5m6;Populous;populous;05/06/1989;2022-11-17T16:12:11Z;;83exk6l5,mr6km09z,gde32g6k,83exwk6l;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
9dowr3k1;Batman:  The Movie;batman__the_movie;06/06/1989;2018-07-26T12:43:54Z;;mr6km09z,jm950z6o,gde32g6k,gz9qox60,n5e1g7e2,5negykey,n568zo6v;;;;xv6d7y62;e2n9verx;true;true;realtime,ingame;realtime;true;false;
9doxnwmd;Rai Rai Kyonshis: Baby Kyonshi no Amida Daibōken;Rai_Rai_Kyonshis_Baby_Kyonshi_no_Amida_Daibken;08/06/1989;2024-06-05T18:03:13Z;;jm95z9ol;o316x197;;;;;true;true;realtime;realtime;true;false;
kdkz0xed;Dyger;dyger;09/06/1989;2019-09-19T13:21:36Z;;vm9vn63k,gde3rwek;pr184lqn,p2g50lnk;6507xo2m;;p6xwg7e1;k564wnw1,zr1dmdr8;true;true;realtime;realtime;true;false;
o1y92wo6;Super Hang-On (Genesis);shog;11/06/1989;2017-10-28T09:57:24Z;;mr6k0ezw;pr184lqn;4n6ymk59;;nel9nle2;;true;true;realtime,ingame;ingame;true;false;
9dox8okd;Road runner (Atari 2600);Road_runner_Atari_2600;13/06/1989;2023-08-28T15:58:46Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
pd0jev6e;Tetris (Game Boy);tetrisgb;14/06/1989;2016-10-23T09:31:29Z;;gde3g9k1,3167d6q2,3167jd6q,7m6yvw6p,n5e147e2,n5683oev,mx6p1463;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
9doweo71;Spark Man;spark_man;15/06/1989;2020-04-29T15:28:35Z;;vm9vn63k,gde3rwek;p2g50lnk;4n6y1r59,1np84v57,qdnqqrn8,45xm0x2d;;w630g36x;kr21dvne;true;true;realtime;realtime;true;false;
k6q4xgod;Busou Keiji Cyber Cross;bkcc;23/06/1989;2020-11-21T15:32:37Z;;5negxk6y;o316x197;94n4pn0w,qdnqkn8k,x650ewnm;;pe1d1reo;9ne4x965;true;true;realtime;realtime;true;false;
kdk50gdm;Mendel Palace;mendel_palace;27/06/1989;2017-01-22T19:23:47Z;;jm95z9ol,nzelkr6q,o7e2mx6w,8gej2n93,v06dr394,7m6ylw9p,4p9zjrer,nzelyv9q,o7e2xj9w;pr184lqn,o316x197;94n4pn0w,y72yd2do;;7pe1qv6o;19ne4q65,qkr23j6e;true;true;realtime;realtime;true;false;
pdv9nxr1;The Running Man;The_Running_Man;01/07/1989;2024-04-28T16:10:24Z;;gde32g6k,gz9qox60,n5e1g7e2,5negykey,n568zo6v;;;;;;true;true;realtime;realtime;true;false;
v1pojop6;Gang Wars;gang_wars;01/07/1989;2018-05-16T02:52:27Z;;vm9vn63k,mx6pwe3g,5negk9y7,wxeo2d6r,gde3rwek;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
j1nem8l1;King's Quest: Quest for the Crown (SMS);kqsms;01/07/1989;2018-09-07T04:19:22Z;;83exwk6l;;;;;;true;true;realtime;realtime;true;false;
o6glrkxd;Ultimate QIX / Volfied;volfied1989;01/07/1989;2018-11-05T15:55:09Z;;mr6k0ezw,n5e17e27,jm95zz9o,8gej2n93;pr184lqn,o316x197;vx5ey1n4;;nw633p6x;dq6dpq6z;true;true;realtime,ingame;ingame;true;false;
j1lqr3e6;Tecmo Knight;tecmo_knight;01/07/1989;2022-09-08T14:34:13Z;;vm9vn63k;pr184lqn,o316x197;4n46mw20;;;;true;true;realtime;realtime;true;false;
9d38jly1;Demons World;demons_world;01/07/1989;2022-09-25T17:06:44Z;;vm9vn63k;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
ldejpln1;Omega Fighter;omega_fighter;01/07/1989;2022-10-20T15:49:49Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
w6jjo46j;Ys III: Wanderers from Ys;ys_iii_wanderers_from_ys;01/07/1989;2015-11-09T06:31:03Z;;jm95z9ol,83exk6l5,mr6k0ezw,n5e17e27,5negxk6y,n5681o9v,o064r893,jm950z6o,7g6mw8er;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
268kvy6p;Last Battle/Hokuto no Ken;last_battle;01/07/1989;2015-12-01T01:20:38Z;;mr6k0ezw;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
j1llggj1;Manhunter 2: San Francisco;manhunter_2_san_francisco;01/07/1989;2021-01-12T20:55:17Z;;8gej2n93,mr6km09z;pr184lqn;;;;;true;true;realtime;realtime;true;false;
m1mxpx46;Shufflepuck Café;shufflepuck_cafe;06/07/1989;2020-06-27T00:53:03Z;;jm95z9ol,mr6km09z;o316x197;;;;;true;true;realtime;realtime;true;false;
yd4oovw1;Rastan Saga 2;rastan_saga_2;06/07/1989;2017-12-06T05:25:26Z;;mr6k0ezw,vm9vn63k;pr184lqn,o316x197;qdnqkn8k;;nw633p6x;dq6dpq6z;true;true;realtime;realtime;true;false;
3dx2pz41;Crime City;crime_city;06/07/1989;2020-03-03T23:07:45Z;;vm9vn63k;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
yd4krkg6;Blazing Lazers;blazing_lazers;07/07/1989;2021-07-02T15:16:05Z;;nzelreqp,5negxk6y,jm95w79o;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
76rxg4l6;Final Lap Twin;final_lap_twin;07/07/1989;2018-07-15T05:25:00Z;;5negxk6y;pr184lqn,o316x197;wr2l1n7p,jp23x26k;;dv69lx6x;qkr23j6e,pgno516o;true;true;realtime;realtime;true;false;
yd4kpwk6;Battle Shark;battle_shark;12/07/1989;2022-12-29T18:10:02Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
k6q7jzdg;Ghost Lion;ghost_lion;14/07/1989;2017-02-13T03:27:51Z;;jm95z9ol;pr184lqn,o316x197;d1npok27;;5mzn52zr;qkr2d1ne;true;true;realtime;realtime;true;false;
76rxrke6;Dynasty Wars;dynasty_wars;20/07/1989;2019-11-15T20:04:47Z;;vm9vn63k,jm95zz9o,nzelkr6q,o7e2mx6w,8gej2n93,mr6km09z,5negxk6y,gde32g6k,gz9qox60,7m6ylw9p,n5e1g7e2,5negykey,n568zo6v,nzeljv9q,p36nlxe8,4p9zjrer,gde3rwek;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
kdklje6m;Faria;faria;21/07/1989;2017-02-13T03:27:29Z;;jm95z9ol;pr184lqn,o316x197;d1npok27,94n4pn0w;;2jevkn6k;q6dp3l6z,1ngpmonl;true;true;realtime;realtime;true;false;
3dxkegp1;All-Pro Basketball;all_pro_basketball;21/07/1989;2022-11-27T18:31:15Z;;jm95z9ol;pr184lqn;;;;;true;true;realtime;realtime;true;false;
pdv20rk6;Tenkaichi Bushi: Keru Naguuru;tenkaichi_bushi_keru_naguuru;21/07/1989;2021-11-01T19:08:35Z;;jm95z9ol;;;;dv69lx6x;qkr23j6e;true;true;realtime;realtime;true;false;
9d38eme1;Perfect Bowling;perfect_bowling;25/07/1989;2022-01-03T21:24:32Z;;jm95z9ol;o316x197;;;;;true;true;realtime;realtime;true;false;
nd2e87qd;Oishinbo: Kyukyoku no Menu 3bon Syoubu;oishinbo_kyukyoku_no_menu_3bon_syoubu;25/07/1989;2018-01-16T12:31:35Z;;jm95z9ol;o316x197;;;;;true;true;realtime;realtime;true;false;
2688zy6p;MOTHER (EarthBound Beginnings);mother1;27/07/1989;2015-06-27T01:02:24Z;;jm95z9ol,3167d6q2,v06dr394,7m6yvw6p,vm9v3ne3,7m6ylw9p;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
3dx2qrv1;Where in Time is Carmen Sandiego?;where_in_time_is_carmen_sandiego;01/08/1989;2019-03-30T11:08:04Z;;jm95z9ol,83exk6l5,mr6k0ezw,mr6km09z,w89ryw6l;pr184lqn;mr2rk65z;;rzjkvpel;4npj7dnl;true;true;realtime;realtime;true;false;
o6g3jnd2;U.N. Squadron;un_squadron;07/08/1989;2015-03-09T13:43:02Z;;83exk6l5,vm9vn63k,jm95zz9o,nzelkr6q,o7e2mx6w,8gej2n93,gde32g6k,gz9qox60,wxeo2d6r,7m6ylw9p,n5e1g7e2,5negykey,n568zo6v,nzeljv9q,4p9zjrer,gde3rwek,31677k6q;pr184lqn,e6lxy1dz,o316x197;wr2l7wn7,pl2kge51;;4zwg726k,myzo3pzq;k564wnw1,gxrwglnl;true;true;realtime;realtime;true;false;
m1zjxr26;Mad Gear;mad_gear;09/08/1989;2019-09-10T17:29:23Z;;vm9vn63k,nzelkr6q,o7e2mx6w,8gej2n93,gde32g6k,gz9qox60,7m6ylw9p,n5e1g7e2,5negykey,n568zo6v,4p9zjrer,gde3rwek;pr184lqn,o316x197;1n99gdnm;;myzo3pzq;k564wnw1;true;true;realtime;realtime;true;false;
o6gknl81;Double Dunk;Double_Dunk;09/08/1989;2023-08-31T00:05:03Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
pdv22m96;After the War;after_the_war;11/08/1989;2021-06-15T20:03:43Z;;vm9vn63k,8gej2n93,mr6km09z,gz9qox60,n5e1g7e2,wxeo0der;pr184lqn,e6lxy1dz,o316x197,mol4z19n,p2g50lnk,ypl25l47;;;;;true;true;realtime;realtime;true;false;
268eqvo6;Street Smart (Arcade);street_smart_arcade;15/08/1989;2020-12-23T16:15:31Z;;vm9vn63k,nzelkr6q,wxeo2d6r,7m6ylw9p,gde3rwek;pr184lqn,o316x197;el286onr;;rzj7kpzl;d6j88vnp;true;true;realtime;realtime;true;false;
46wr5yl1;Dirt Fox;Dirt_Fox;16/08/1989;2024-03-04T16:33:02Z;;vm9vn63k;o316x197;;;;;true;true;realtime;realtime;true;false;
w6j72k56;Enforce;enforce;16/08/1989;2023-05-16T02:23:23Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
v1px2qm6;Meta Fox;meta_fox;16/08/1989;2023-06-16T14:49:31Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
ldewj7ld;The Double Dynamites;The_Double_Dynamites;16/08/1989;2023-09-25T01:26:53Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
76r493v1;DownTown;DownTown;16/08/1989;2023-11-02T17:05:35Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
268wgg96;Dokaben 2;dokaben_2;16/08/1989;2023-03-11T03:43:25Z;;vm9vn63k,gde3rwek;o316x197;el28onrz,4n66rkn9;;myzo3pzq;k564wnw1;true;true;realtime;realtime;true;false;
j1n8l791;Task Force Harrier;task_force_harrier;16/08/1989;2023-03-17T15:39:27Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
v1pl33z6;Michael Jackson's Moonwalker (PC);Michael_Jacksons_Moonwalker_PC;24/08/1989;2024-03-05T15:19:33Z;;mr6km09z,jm950z6o,gde32g6k,gz9qox60,n5e1g7e2,5negykey,n568zo6v;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
w6j7okx6;Michael Jackson's Moonwalker Multiruns;michael_jacksons_moonwalker_multiruns;24/08/1989;2021-04-11T18:04:34Z;rj1dy1o8;;;;;;;true;true;realtime;realtime;true;true;
268lzk1p;Zelda (Game & Watch);zelda_game_and_watch;26/08/1989;2017-01-07T00:20:44Z;;3167d6q2,v06dr394,7m6yvw6p,gz9qkx90,vm9v3ne3,gde3rwek;;;;;;true;true;realtime;realtime;true;false;
m1zj28x6;Fantasy Zone (TG16);fantasy_zone_tg16;29/08/1989;2017-11-20T03:16:57Z;;5negxk6y,jm95w79o;pr184lqn,o316x197;7d5o8pnw,pl2kge51,r2r0w62z;;dqe5qkev;pgno516o;true;true;realtime;realtime;true;false;
4d7jqld7;Legendary Axe;legendary_axe;29/08/1989;2016-10-02T17:41:29Z;;5negxk6y;pr184lqn,o316x197;wr2lykn7,qdnqkn8k;;1e7mp1e7;pgno516o;true;true;realtime;realtime;true;false;
m1mx2w36;Power Golf;power_golf;29/08/1989;2019-05-31T20:03:44Z;;nzelreqp,5negxk6y;pr184lqn,o316x197;el28onrz;;l4ep8r6r;19ne4q65;true;true;realtime;realtime;true;false;
9dowpe31;NFL Football;nfl_football;01/09/1989;2019-11-07T16:02:44Z;;jm95z9ol;pr184lqn;;;;;true;true;realtime;realtime;true;false;
kdkqemld;DJ Boy (Arcade);DJ_Boy_Arcade;01/09/1989;2024-02-27T22:38:29Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
kdk8n2dm;Chip's Challenge;cc1;01/09/1989;2015-03-30T10:48:09Z;;;;;;;;true;false;realtime;realtime;true;false;
o1yjk041;Darius II;darius_ii;01/09/1989;2022-09-20T14:20:31Z;;vm9vn63k;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
pdv2wrr6;AquaJack;aquajack;01/09/1989;2022-09-21T16:50:05Z;;vm9vn63k;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
k6q4x2zd;The Computer Edition of Risk: The World Conquest Game;the_computer_edition_of_risk_the_world_conquest_game;01/09/1989;2020-11-09T00:16:49Z;;mr6km09z,gde32g6k,gz9qox60,n5e1g7e2;pr184lqn,e6lxy1dz,o316x197,mol4z19n,p2g50lnk,ypl25l47;;;;;true;true;realtime;realtime;true;false;
v1poo376;Tecmo World Wrestling;tecmo_world_wrestling;01/09/1989;2017-12-04T10:16:01Z;;jm95z9ol;pr184lqn,e6lxy1dz,o316x197;72y1wx2d;;v69j39zx;m0rv1lrx;true;true;realtime;realtime;true;false;
j1nez0w1;Casino Games;casino_games;01/09/1989;2019-01-04T01:12:39Z;;83exwk6l;pr184lqn,e6lxy1dz;g2z8l02l;;v6dn09z2;5p6zdpr3;true;true;realtime;realtime;true;false;
k6qgkxdg;Who Framed Roger Rabbit? (NES);who_framed_roger_rabbit_nes;01/09/1989;2016-03-24T22:40:00Z;;jm95z9ol;pr184lqn;;;;;true;true;realtime;realtime;true;false;
y65ng86e;Cyber Police ESWAT;eswat;01/09/1989;2016-08-15T05:08:50Z;;vm9vn63k,8gej2n93,gde32g6k;pr184lqn,e6lxy1dz,o316x197;94n4pn0w,wr2lykn7;;dqe5qkev;5p6zdpr3;true;true;realtime;realtime;true;false;
ldew9ynd;SAGAIA (Arcade);sagaia_ac;01/09/1989;2023-07-10T15:58:37Z;;vm9vn63k,nzelkr6q,8gej2n93,7m6ylw9p;;;;nw633p6x;dq6dpq6z;true;true;realtime;realtime;true;false;
pdve946w;Boxxle;boxxle;01/09/1989;2017-01-02T12:01:26Z;;n5683oev;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
76r3q4q6;Battle OutRun;battle_outrun;04/09/1989;2023-01-19T01:26:47Z;;83exwk6l;e6lxy1dz,ypl25l47;wr2l1n7p;;;;true;true;realtime;realtime;true;false;
j1ll2l41;Arnold Palmer Tournament Golf;arnold_palmer_tournament_golf;09/09/1989;2019-04-28T20:16:14Z;;mr6k0ezw;pr184lqn,e6lxy1dz,o316x197;el28onrz;;dqe5qkev;5p6zdpr3;true;true;realtime;realtime;true;false;
9d3wrew1;Victory Run;Victory_Run;09/09/1989;2023-08-05T16:35:03Z;;;;;;;;true;true;realtime;realtime;true;false;
nd28gvd0;DuckTales (NES);dt;14/09/1989;2014-12-08T21:18:23Z;;jm95z9ol,kz9wynep;pr184lqn,e6lxy1dz,o316x197;qdnqkn8k;;myzo3pzq;;true;true;realtime;realtime;true;false;
76r84ed8;Motocross Maniacs;motocross_maniacs;20/09/1989;2017-06-30T15:19:35Z;;7m6yvw6p,n5e147e2,n5683oev;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
369wyw3d;Finest Hour;Finest_Hour;21/09/1989;2023-11-03T16:01:47Z;;vm9vn63k;;;;;;true;true;realtime;realtime;true;false;
m1mnx5kd;Double Dungeons;double_dungeons;29/09/1989;2021-05-19T15:29:04Z;;nzelreqp,5negxk6y,v06dr394;;;;;;true;true;realtime;realtime;true;false;
m1mxq7p6;TwinBee 3: Poko Poko Daimaō;twinbee_3_poko_poko_daimao;29/09/1989;2020-05-07T15:54:03Z;;jm95z9ol;o316x197;m21xy954;;2jevn26k;2l6mj69e;true;true;realtime;realtime;true;false;
46w3l8n1;Fantasy World Dizzy;dizzy3;01/10/1989;2019-02-14T15:23:59Z;;mr6km09z,gde32g6k,gz9qox60,n5e1g7e2,5negykey,n568zo6v;;qdnqkn8k,y72yd2do;;3zymojz4;1z6qgr9p;true;true;realtime;realtime;true;false;
76r35r46;MEGABLAST;megablast;01/10/1989;2023-06-14T22:18:47Z;rj1dy1o8;vm9vn63k,nzelkr6q,7m6ylw9p;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;true;
k6qxqo1g;Jeopardy! Junior Edition;jeopardyjuniornes;01/10/1989;2017-04-22T23:19:52Z;;jm95z9ol;pr184lqn;;;;;true;true;realtime;realtime;true;false;
3dx2jrg1;The Colonel's Bequest: A Laura Bow Mystery;colonelsbequest;01/10/1989;2017-11-06T03:45:07Z;;mr6km09z;;;;;;true;true;realtime;realtime;false;false;
o6gnro12;Quest for Glory: So You Want To Be A Hero (EGA);quest_for_glory_so_you_want_to_be_a_hero_ega;01/10/1989;2014-12-10T06:45:23Z;;8gej2n93;;jp23x26k,o75mg539;;1e7qp167;krxzdjn9;false;true;realtime;realtime;true;false;
ldejxgx1;Stealth ATF;stealth_atf;01/10/1989;2021-11-08T18:29:45Z;;jm95z9ol;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
m1zjjx26;Wheel of Fortune: Junior Edition;wheel_of_fortune_junior_edition;01/10/1989;2017-12-11T11:06:49Z;;jm95z9ol;pr184lqn;l2866onr;;ne49rdzm;5647qz6w;true;true;realtime;realtime;true;false;
j1ll33j1;Prince of Persia (Mods);pop1_mods;03/10/1989;2021-02-16T18:42:57Z;lyn97m9o;mr6km09z;;;;;;true;true;realtime,ingame;ingame;true;true;
yd4y2wde;Prince of Persia;pop1;03/10/1989;2016-01-01T16:00:24Z;;jm95z9ol,mr6k0ezw,gde3g9k1,83exwk6l,mr6km09z,5negxk6y,gde32g6k,7m6yvw6p,n5683oev,w89ryw6l;;;;;;true;true;realtime,ingame;ingame;true;false;
yd4k2l56;Line of Fire;line_of_fire;04/10/1989;2023-04-23T00:39:30Z;;vm9vn63k,83exwk6l;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
m1zpe360;Super Hydlide;super_hydlide;06/10/1989;2017-02-28T03:17:27Z;;mr6k0ezw;pr184lqn,e6lxy1dz,o316x197;oq27w1nl;;pe1pv2eo;mr53px6y;true;true;realtime;realtime;true;false;
76r3ql56;Top Player's Tennis;top_players_tennis;09/10/1989;2023-01-21T16:21:16Z;;jm95z9ol;;;;;;true;true;realtime;realtime;true;false;
y65rme31;Midnight Magic;midnight_magic;16/10/1989;2023-07-14T02:24:52Z;;o0644863;pr184lqn;;;;;true;true;realtime;realtime;true;false;
pdvz9zv6;Revenge of the 'Gator;revenge_of_the_gator;18/10/1989;2018-02-12T14:56:51Z;;gde3g9k1,3167d6q2,3167jd6q,7m6yvw6p,n5e147e2,n5683oev,vm9v3ne3;pr184lqn,e6lxy1dz,o316x197;m65jve5k;;5yz8ngzw;9neqp7n5;true;true;realtime;realtime;true;false;
4d7xn9r1;Off the Wall;Off_the_Wall;19/10/1989;2023-08-31T00:07:59Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
lde3g7e6;Hokuto no Ken 3 : Shin-Seiki Sozo Seiken Retsuden;hnk3;19/10/1989;2019-09-21T01:33:16Z;;jm95z9ol;o316x197;;;;;true;true;realtime;realtime;true;false;
j1nerw91;Tatsu no Ko Fighter;tatsu_no_ko_fighter;20/10/1989;2020-01-30T16:27:07Z;;5negxk6y;o316x197;;;;;true;true;realtime;realtime;true;false;
46w3r031;Dusty Diamond's All-Star Softball;dusty_diamonds_all-star_softball;27/10/1989;2018-03-22T03:18:00Z;;jm95z9ol;pr184lqn;el28onrz;;y4zwyq6k;4npj7dnl;true;true;realtime;realtime;true;false;
pd00glde;Castlevania: The Adventure;cvta;27/10/1989;2017-06-17T13:08:30Z;;gde3g9k1,nzelkr6q,o7e2mx6w,8gej2n93,3167jd6q,7m6yvw6p,n5e147e2,n5683oev,vm9v3ne3,7m6ylw9p,4p9zjrer,nzelyv9q;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
3698gx8d;Tashiro Masashi no Princess ga Ippai;tashiro_masashi_no_princess_ga_ippai;27/10/1989;2021-11-15T17:35:58Z;;jm95z9ol;o316x197;;;;;true;true;realtime;realtime;true;false;
v1pxmkp6;Count Duckula - No Sax Please, We're Egyptian;count_duckula_no_sax_please_were_egyptian;31/10/1989;2021-04-13T19:13:26Z;;gz9qox60;e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
pdv242o6;Malibu Beach Volleyball;malibu_beach_volleyball;31/10/1989;2023-06-06T18:02:33Z;;n5683oev;pr184lqn,e6lxy1dz,o316x197,mol4z19n,p2g50lnk,ypl25l47;;;;;true;true;realtime;realtime;true;false;
4d7n7j36;RealSports Volleyball;realsports_volleyball;01/11/1989;2023-06-18T15:03:44Z;;o0644863;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
m1zyyqz6;Beast Busters;Beast_Busters;01/11/1989;2023-10-02T13:32:19Z;;gde32g6k,vm9vn63k,n5e1g7e2;pr184lqn,o316x197,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
pd0qwel1;Pang;pang;01/11/1989;2021-05-22T15:16:29Z;;vm9vn63k;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
nd28rgqd;Firebow: The Planet of Death;firebow;01/11/1989;2021-09-27T17:24:47Z;;;;;;;;true;true;realtime;realtime;true;false;
